ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,CITY,CITYNAME,COUNTY,COUNTYNAME,CaseYear,DAY,DAY_WEEK,DAY_WEEKNAME,DRUNK_DR,FATALS,FUNC_SYS,FUNC_SYSNAME,HARM_EV,HARM_EVNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,HOUR,HOURNAME,LATITUDE,LATITUDENAME,LGT_COND,LGT_CONDNAME,LONGITUD,LONGITUDNAME,MAN_COLL,MAN_COLLNAME,MILEPT,MILEPTNAME,MINUTE,MINUTENAME,MONTH,MonthName,NHS,NHSNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,PEDS,PERMVIT,PERNOTMVIT,PERSONS,PVH_INVL,ParkWorks,RAIL,RAILNAME,RD_OWNER,RD_OWNERNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,REL_ROAD,REL_ROADNAME,ROAD_FNC,ROAD_FNCNAME,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,SCH_BUS,SCH_BUSNAME,SP_JUR,SP_JURNAME,STATENAME,ST_CASE,State,TWAY_ID,TWAY_ID2,TYP_INT,TYP_INTNAME,VE_FORMS,VE_TOTAL,WEATHER,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHERNAME,WRK_ZONE,WRK_ZONENAME,YEAR
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5769,SMITHTOWN,103,SUFFOLK (103),2014,9,4,Wednesday,1,1,,,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.88389444,40.88389444,1,Daylight,-73.236783330,-73.236783330,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,14,Urban-Minor Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360504,36,SR-25A,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,9,4,Wednesday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,22,10:00pm-10:59pm,40.91336111,40.91336111,3,Dark - Lighted,-73.138300000,-73.138300000,0,Not a Collision with Motor Vehicle In-Transport,0,None,55,55,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360505,36,N COUNTRY RD,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5870,SOUTHOLD,103,SUFFOLK (103),2012,27,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,41.02331111,41.02331111,1,Daylight,-72.500436110,-72.500436110,6,Angle ,0,None,20,20,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,5,Rural-Minor Collector,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360505,36,CR-48,DEPOT LN,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
7,7:00am-7:59am,30,30,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,10,5,Thursday,0,1,,,9,Pedalcyclist,7,7:00am-7:59am,57,57,7,7:00am-7:59am,40.80000000,40.80000000,1,Daylight,-72.789047220,-72.789047220,0,Not a Collision with Motor Vehicle In-Transport,0,None,27,27,7,July,0,This section IS NOT on the NHS,7,7:00am-7:59am,27,27,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,14,Urban-Minor Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360506,36,SR-27A MONTAUK HWY,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
0,0:00am-0:59am,15,15,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2014,2,4,Wednesday,0,1,,,8,Pedestrian,0,0:00am-0:59am,42,42,0,0:00am-0:59am,40.83046944,40.83046944,3,Dark - Lighted,-73.361063890,-73.361063890,0,Not a Collision with Motor Vehicle In-Transport,0,None,13,13,7,July,0,This section IS NOT on the NHS,0,0:00am-0:59am,13,13,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360507,36,47 DEER PARK RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
8,8:00am-8:59am,6,6,0,None,0,None,0,None,1650,EAST HAMPTON,103,SUFFOLK (103),2010,13,3,Tuesday,0,1,,,33,Curb,8,8:00am-8:59am,27,27,7,7:00am-7:59am,40.96781944,40.96781944,1,Daylight,-72.164361110,-72.164361110,0,Not a Collision with Motor Vehicle In-Transport,0,None,56,56,7,July,1,This section IS ON the NHS,7,7:00am-7:59am,56,56,0,,,3,,,0000000,Not Applicable,,,0,No,2,Intersection,4,On Roadside,2,Rural-Principal Arterial-Other,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360507,36,SR-27,SPRINGS CLOSE HWY,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
15,3:00pm-3:59pm,12,12,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2014,12,7,Saturday,0,1,,,9,Pedalcyclist,16,4:00pm-4:59pm,5,5,15,3:00pm-3:59pm,40.79264167,40.79264167,1,Daylight,-73.425933330,-73.425933330,0,Not a Collision with Motor Vehicle In-Transport,0,None,5,5,7,July,0,This section IS NOT on the NHS,15,3:00pm-3:59pm,8,8,1,1,1,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360508,36,OLD COUNTRY RD,TUXEDO DR,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2011,19,1,Sunday,0,1,,,14,Parked Motor Vehicle ,99,Unknown,99,Unknown EMS Hospital Arrival Time,16,4:00pm-4:59pm,40.72693333,40.72693333,1,Daylight,-73.183922220,-73.183922220,0,Not a Collision with Motor Vehicle In-Transport,0,None,40,40,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,1,,0000000,Not Applicable,,,0,No,1,Non-Junction,7,In Parking Lane/Zone,15,Urban-Collector,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360508,36,PAUCHOGUE AVE,,1,Not an Intersection,1,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
9,9:00am-9:59am,13,13,0,None,0,None,0,None,5769,SMITHTOWN,103,SUFFOLK (103),2011,1,6,Friday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,9,9:00am-9:59am,40.83417222,40.83417222,1,Daylight,-73.189458330,-73.189458330,6,Angle ,0,None,8,8,7,July,1,This section IS ON the NHS,9,9:00am-9:59am,8,8,0,2,0,2,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,2,Rural-Principal Arterial-Other,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360509,36,SR-347,S PLAISTED AVE,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2014,20,1,Sunday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.74433889,40.74433889,1,Daylight,-73.183641670,-73.183641670,1,Front-to-Rear ,0,None,8,8,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,12,Urban-Principal Arterial-Other Freeways or Expressways,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360509,36,SR-27,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,3589,MASTIC,103,SUFFOLK (103),2016,29,6,Friday,0,1,7,Local,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,23,11:00pm-11:59pm,40.78551111,40.78551111,3,Dark - Lighted,-72.846038890,-72.846038890,0,Not a Collision with Motor Vehicle In-Transport,0,None,0,0,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,2,1,2,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,6,Local Street - Municipality,2,Urban,0,No,0,No Special Jurisdiction,New York,360509,36,MASTIC RD,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,19,7,Saturday,0,1,,,15,Non-Motorist on Personal Conveyance,99,Unknown,99,Unknown EMS Hospital Arrival Time,13,1:00pm-1:59pm,40.93168611,40.93168611,1,Daylight,-73.035033330,-73.035033330,0,Not a Collision with Motor Vehicle In-Transport,0,None,29,29,7,July,1,This section IS ON the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,12,Urban-Principal Arterial-Other Freeways or Expressways,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360510,36,SR-347,CRUSTAL BROOK HOLLOW RD,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
18,6:00pm-6:59pm,10,10,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,25,6,Friday,0,1,,,24,Guardrail Face,18,6:00pm-6:59pm,26,26,18,6:00pm-6:59pm,40.91016667,40.91016667,1,Daylight,-73.118186110,-73.118186110,0,Not a Collision with Motor Vehicle In-Transport,0,None,8,8,7,July,0,This section IS NOT on the NHS,18,6:00pm-6:59pm,8,8,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,3,On Median,14,Urban-Minor Arterial,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360511,36,CR-97,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,620,BRENTWOOD,103,SUFFOLK (103),2013,22,3,Tuesday,0,2,,,10,Railway Vehicle,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),10,10:00am-10:59am,40.77909444,40.77909444,1,Daylight,-73.250911110,-73.250911110,0,Not a Collision with Motor Vehicle In-Transport,0,None,11,11,1,January,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,338167y,338167y,,,0,No,6,Railway Grade Crossing ,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360511,36,2ND ST,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
10,10:00am-10:59am,20,20,0,None,0,None,0,None,5520,SAYVILLE,103,SUFFOLK (103),2015,14,1,Sunday,0,1,2,Principal Arterial - Other Freeways and Expressways,24,Guardrail Face,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),10,10:00am-10:59am,40.76485000,40.76485000,1,Daylight,-73.080886110,-73.080886110,0,Not a Collision with Motor Vehicle In-Transport,0,None,14,14,6,June,1,This section IS ON the NHS,10,10:00am-10:59am,14,14,0,1,0,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360511,36,SR-27,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
4,4:00am-4:59am,15,15,0,None,0,None,0,None,4971,PORT JEFFERSON STA,103,SUFFOLK (103),2014,26,7,Saturday,1,1,,,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),4,4:00am-4:59am,40.92105556,40.92105556,3,Dark - Lighted,-73.051422220,-73.051422220,0,Not a Collision with Motor Vehicle In-Transport,0,None,10,10,7,July,1,This section IS ON the NHS,4,4:00am-4:59am,11,11,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,12,Urban-Principal Arterial-Other Freeways or Expressways,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360512,36,SR-347,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
19,7:00pm-7:59pm,37,37,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2010,27,1,Sunday,1,1,,,30,Utility Pole/Light Support,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),19,7:00pm-7:59pm,40.74735556,40.74735556,1,Daylight,-72.871669440,-72.871669440,0,Not a Collision with Motor Vehicle In-Transport,0,None,35,35,6,June,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,,,1,,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,13,Urban-Other Principal Arterial,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360512,36,CR-46,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
2,2:00am-2:59am,9,9,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2011,2,7,Saturday,0,1,,,9,Pedalcyclist,99,Unknown,99,Unknown EMS Hospital Arrival Time,2,2:00am-2:59am,40.81546667,40.81546667,3,Dark - Lighted,-73.093286110,-73.093286110,0,Not a Collision with Motor Vehicle In-Transport,0,None,5,5,7,July,0,This section IS NOT on the NHS,2,2:00am-2:59am,5,5,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,15,Urban-Collector,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360512,36,EXPRESSWAY DR N,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2011,10,6,Friday,0,1,,,9,Pedalcyclist,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.94862500,40.94862500,1,Daylight,-72.918600000,-72.918600000,0,Not a Collision with Motor Vehicle In-Transport,0,None,15,15,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360513,36,MADISON ST,ROOSEVELT ST,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
23,11:00pm-11:59pm,19,19,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2010,20,3,Tuesday,0,1,,,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,23,11:00pm-11:59pm,40.87769167,40.87769167,3,Dark - Lighted,-73.368738890,-73.368738890,0,Not a Collision with Motor Vehicle In-Transport,0,None,5,5,7,July,0,This section IS NOT on the NHS,23,11:00pm-11:59pm,9,9,0,,,1,,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,6,Rural-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360513,36,CENTERPORT RD,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2010
2,2:00am-2:59am,20,20,0,None,0,None,0,None,5520,SAYVILLE,103,SUFFOLK (103),2014,28,2,Monday,1,1,,,33,Curb,99,Unknown,99,Unknown EMS Hospital Arrival Time,2,2:00am-2:59am,40.73932500,40.73932500,3,Dark - Lighted,-73.079322220,-73.079322220,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,7,July,0,This section IS NOT on the NHS,2,2:00am-2:59am,15,15,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360513,36,220 N MAIN ST,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
23,11:00pm-11:59pm,36,36,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2015,5,3,Tuesday,0,1,3,Principal Arterial - Other,8,Pedestrian,23,11:00pm-11:59pm,48,48,23,11:00pm-11:59pm,99.99990000,Unknown,3,Dark - Lighted,999.999900000,Unknown,0,Not a Collision with Motor Vehicle In-Transport,0,None,31,31,5,May,1,This section IS ON the NHS,23,11:00pm-11:59pm,31,31,1,2,1,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360513,36,SR-25A,MILLER PLACE RD,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
2,2:00am-2:59am,15,15,0,None,0,None,0,None,5769,SMITHTOWN,103,SUFFOLK (103),2014,30,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,3,3:00am-3:59am,0,0,2,2:00am-2:59am,40.83063056,40.83063056,3,Dark - Lighted,-73.197308330,-73.197308330,6,Angle ,0,None,5,5,7,July,0,This section IS NOT on the NHS,2,2:00am-2:59am,5,5,0,2,0,2,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360515,36,SR-347,SR-111,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5810,SOUTHAMPTON,103,SUFFOLK (103),2014,15,1,Sunday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,10,10:00am-10:59am,40.93208611,40.93208611,1,Daylight,-72.354469440,-72.354469440,0,Not a Collision with Motor Vehicle In-Transport,0,None,48,48,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,2,1,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,6,Rural-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360516,36,BLANK LN,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2010,8,2,Monday,0,1,,,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),5,5:00am-5:59am,40.76307222,40.76307222,3,Dark - Lighted,-73.261569440,-73.261569440,0,Not a Collision with Motor Vehicle In-Transport,0,None,30,30,3,March,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,,,1,,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360516,36,SPENCE ST,5TH AVE,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2011,4,2,Monday,1,1,,,33,Curb,99,Unknown,99,Unknown EMS Hospital Arrival Time,3,3:00am-3:59am,40.70830278,40.70830278,3,Dark - Lighted,-73.389744440,-73.389744440,0,Not a Collision with Motor Vehicle In-Transport,0,None,50,50,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,4,On Roadside,14,Urban-Minor Arterial,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360516,36,N WELLWOOD AVE,E JUNE ST,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
14,2:00pm-2:59pm,18,18,0,None,0,None,0,None,5810,SOUTHAMPTON,103,SUFFOLK (103),2016,17,4,Wednesday,0,1,2,Principal Arterial - Other Freeways and Expressways,35,Embankment,15,3:00pm-3:59pm,24,24,20,8:00pm-8:59pm,40.88591667,40.88591667,1,Daylight,-72.466813890,-72.466813890,0,Not a Collision with Motor Vehicle In-Transport,0,None,16,16,8,August,1,This section IS ON the NHS,14,2:00pm-2:59pm,11,11,0,1,0,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,3,State Highway,1,Rural,0,No,0,No Special Jurisdiction,New York,360516,36,SR-27,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
20,8:00pm-8:59pm,0,0,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2011,9,7,Saturday,0,2,,,42,Tree (Standing Only),20,8:00pm-8:59pm,30,30,19,7:00pm-7:59pm,40.88144167,40.88144167,5,Dusk,-73.087441670,-73.087441670,0,Not a Collision with Motor Vehicle In-Transport,0,None,55,55,7,July,0,This section IS NOT on the NHS,19,7:00pm-7:59pm,57,57,0,2,0,2,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,4,On Roadside,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360517,36,BOWDOIN RD,N MORNING DR,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,6805,WYANDANCH,103,SUFFOLK (103),2016,23,7,Saturday,2,1,7,Local,12,Motor Vehicle In-Transport ,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),23,11:00pm-11:59pm,40.74380833,40.74380833,3,Dark - Lighted,-73.400677780,-73.400677780,6,Angle ,0,None,15,15,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360519,36,WELLWOOD AVE,CONKLIN ST,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,1,Construction,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2019,22,7,Saturday,0,1,4,Minor Arterial,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.75665000,40.75665000,1,Daylight,-72.962775000,-72.962775000,1,Front-to-Rear ,99999,Unknown,49,49,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,2,County Highway Agency,0,No,2,Intersection,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360520,36,CR-36,N DUNTON AVE,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5810,SOUTHAMPTON,103,SUFFOLK (103),2013,25,5,Thursday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,7,7:00am-7:59am,40.89158333,40.89158333,1,Daylight,-72.431997220,-72.431997220,2,Front-to-Front,0,None,5,5,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,4,Rural-Major Collector,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360520,36,CR-39,,1,Not an Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2013
23,11:00pm-11:59pm,4,4,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2016,4,2,Monday,1,4,7,Local,12,Motor Vehicle In-Transport ,23,11:00pm-11:59pm,30,30,22,10:00pm-10:59pm,40.85341389,40.85341389,3,Dark - Lighted,-72.938083330,-72.938083330,98,Not Reported,0,None,46,46,7,July,0,This section IS NOT on the NHS,22,10:00pm-10:59pm,47,47,0,6,0,6,0,,0000000,Not Applicable,2,County Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,4,County Road,1,Rural,0,No,0,No Special Jurisdiction,New York,360521,36,CR-21,,1,Not an Intersection,2,2,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2016
23,11:00pm-11:59pm,50,50,0,None,0,None,0,None,5270,RONKONKOMA,103,SUFFOLK (103),2011,16,7,Saturday,1,2,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,23,11:00pm-11:59pm,40.79316389,40.79316389,2,Dark - Not Lighted,-73.111611110,-73.111611110,6,Angle ,0,None,45,45,7,July,0,This section IS NOT on the NHS,23,11:00pm-11:59pm,48,48,0,3,0,3,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360521,36,SMITHTOWN AVE,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
